label,articleType,n,families,dropout_harm,dropout_help,D30_clean_recall,D30_gray_recall,D45_clean_recall,D45_gray_recall,G2_clean_recall,G2_gray_recall,E6_clean_recall,E6_gray_recall,D30_gray_harm,D45_gray_harm,G2_gray_harm,E6_gray_harm
Women,Shorts,21,20,1,0,0.8571428571428571,0.7142857142857143,0.8095238095238095,0.7142857142857143,0.8571428571428571,0.7619047619047619,0.7619047619047619,0.6666666666666666,3,2,2,2
Women,Skirts,30,27,2,2,0.7,0.6666666666666666,0.7,0.7,0.7333333333333333,0.7333333333333333,0.7666666666666667,0.6666666666666666,1,3,1,3
Women,Socks,23,20,2,0,0.6521739130434783,0.2608695652173913,0.5652173913043478,0.17391304347826086,0.5217391304347826,0.13043478260869565,0.4782608695652174,0.21739130434782608,9,10,9,6
Women,Sports Sandals,7,7,0,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0,0,0,0
Women,Sports Shoes,137,132,8,7,0.6423357664233577,0.49635036496350365,0.635036496350365,0.48175182481751827,0.6131386861313869,0.5328467153284672,0.5693430656934306,0.5036496350364964,22,23,14,10
Women,Stockings,12,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
Women,Stoles,28,20,0,0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9642857142857143,0.9285714285714286,0,4,0,1
Women,Sunglasses,101,54,2,2,0.8811881188118812,0.8415841584158416,0.8811881188118812,0.8118811881188119,0.8415841584158416,0.801980198019802,0.8118811881188119,0.7722772277227723,4,7,4,5
Women,Sweaters,31,27,0,0,1.0,1.0,1.0,0.967741935483871,1.0,1.0,1.0,1.0,0,1,0,0
Women,Sweatshirts,24,22,0,0,0.8333333333333334,0.75,0.8333333333333334,0.7083333333333334,0.875,0.875,0.875,0.7916666666666666,2,3,0,2
Women,Swimwear,4,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
Women,Ties and Cufflinks,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
Women,Tights,4,4,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
Women,Tops,472,349,2,5,0.9449152542372882,0.9110169491525424,0.951271186440678,0.9046610169491526,0.961864406779661,0.923728813559322,0.9385593220338984,0.9194915254237288,20,25,19,15
Women,Track Pants,27,26,1,0,0.8148148148148148,0.6666666666666666,0.7777777777777778,0.6296296296296297,0.9259259259259259,0.8148148148148148,0.6666666666666666,0.5925925925925926,4,4,3,2
Women,Travel Accessory,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
Women,Trousers,28,21,1,2,0.8571428571428571,0.8214285714285714,0.8928571428571429,0.8214285714285714,0.8571428571428571,0.75,0.8928571428571429,0.7857142857142857,2,3,3,3
Women,Tshirts,341,298,4,1,0.9589442815249267,0.8768328445747801,0.9501466275659824,0.8651026392961877,0.9501466275659824,0.8973607038123167,0.9501466275659824,0.8797653958944281,28,31,19,25
Women,Tunics,57,52,1,0,1.0,0.9473684210526315,0.9824561403508771,0.9473684210526315,0.9824561403508771,0.9649122807017544,0.9649122807017544,0.9649122807017544,3,2,1,1
Women,Umbrellas,3,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
Women,Waistcoat,2,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,1
Women,Wallets,140,103,3,2,0.9428571428571428,0.9142857142857143,0.9357142857142857,0.8928571428571429,0.9357142857142857,0.9142857142857143,0.9214285714285714,0.9142857142857143,4,7,3,2
Women,Watches,267,198,15,19,0.7453183520599251,0.6816479400749064,0.7602996254681648,0.6629213483146067,0.7752808988764045,0.7303370786516854,0.7528089887640449,0.6966292134831461,21,28,15,21
