candidate,variant,experiment_id,run_id,fold,seed,epoch,train_loss,validation_loss,validation_accuracy,validation_macro_f1
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,11,0.6474594046736256,0.7053326870102918,0.7029007633587786,0.6855013713416371
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,12,0.6299646678864581,0.7523307240646304,0.6813740458015267,0.6606097425262544
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,13,0.6170992575333063,0.6854795301597537,0.7279389312977099,0.6959337314233636
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,14,0.6011892616514513,0.663335684292189,0.7250381679389313,0.7115198683338589
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,15,0.5909211752578757,0.6643487653750499,0.7280916030534351,0.714589451587448
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,16,0.5780720345638128,0.6520923259422069,0.7355725190839695,0.719436691627644
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,17,0.5622037488900218,0.7262449925364429,0.7021374045801527,0.6783273602622644
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,18,0.5491964544500826,0.6965633887007037,0.7235114503816794,0.7140887901030268
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,19,0.5367840428047633,0.6718251101479276,0.7355725190839695,0.7263541113816643
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,20,0.5199572988884078,0.720666422361636,0.7065648854961832,0.6932985211259325
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,21,0.5033646307978626,0.6483685751361701,0.7493129770992366,0.7337647872826606
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,22,0.4850130848521445,0.6636357029612737,0.746412213740458,0.7329526162755422
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,23,0.47018490725517526,0.6724135973526322,0.7409160305343512,0.7238758129259795
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,24,0.45789674274753905,0.6762845535678718,0.7412213740458016,0.7278817554077563
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,25,0.4461993083095649,0.6848413097221433,0.7383206106870229,0.7261591112172707
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,26,0.4330653499311306,0.6689105946781071,0.7470229007633588,0.7341472160022123
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,27,0.42802154173701973,0.6909580253826753,0.7436641221374046,0.7289080633992683
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,28,0.42020326134212527,0.6788986380500648,0.7442748091603053,0.7330291901884732
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,29,0.41799285800426156,0.6792245599513745,0.7467175572519084,0.7346773084590131
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,0,2753,30,0.4158720667774484,0.6796343056482214,0.7438167938931298,0.731698060252109
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,1,1.0504966112786818,0.9440591655656811,0.5939551213555182,0.5179354019849882
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,2,0.8453787953860341,0.9876548848867671,0.5484658830712869,0.5657704828362157
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,3,0.7777003143436262,0.9389946223888447,0.6086093726148679,0.5363576522834653
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,4,0.7487112165097926,0.8173935438745569,0.6539459624484811,0.6074713057473374
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,5,0.7319959513413689,0.7634495756240715,0.6811173866585254,0.6493429541249158
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,6,0.7051373697102465,0.7628499872901753,0.6750114486337964,0.6398592786278269
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,1,2753,7,0.6922619250810526,0.8140148128321872,0.6547092047015722,0.6643906669984699
