id,path,width,height,aspect_ratio,file_size_bytes,brightness,contrast,edge_strength,near_white_fraction
19001,data/raw/teacher/train/images_train/19001.jpg,60.0,80.0,0.75,2058,0.7804291844367981,0.2802394926548004,0.03150372579693794,0.5708333333333333
19059,data/raw/teacher/train/images_train/19059.jpg,60.0,80.0,0.75,1632,0.754703164100647,0.3294481039047241,0.031063854694366455,0.6091666666666666
19064,data/raw/teacher/train/images_train/19064.jpg,60.0,80.0,0.75,1268,0.8924714922904968,0.17248480021953583,0.03355318307876587,0.6047916666666666
19097,data/raw/teacher/train/images_train/19097.jpg,60.0,80.0,0.75,1255,0.8034131526947021,0.269394189119339,0.031090538948774338,0.614375
19125,data/raw/teacher/train/images_train/19125.jpg,60.0,80.0,0.75,18889,0.9610078930854797,0.10732588917016983,0.008255778811872005,0.8733333333333333
19141,data/raw/teacher/train/images_train/19141.jpg,60.0,80.0,0.75,15787,0.8394027948379517,0.3117872178554535,0.030137009918689728,0.775625
19204,data/raw/teacher/train/images_train/19204.jpg,60.0,80.0,0.75,1400,0.8370158076286316,0.2039746642112732,0.06091606616973877,0.529375
19260,data/raw/teacher/train/images_train/19260.jpg,60.0,80.0,0.75,1554,0.6932685375213623,0.3358835279941559,0.05598120763897896,0.49625
19311,data/raw/teacher/train/images_train/19311.jpg,60.0,80.0,0.75,18630,0.932215690612793,0.15067359805107117,0.01729005016386509,0.7491666666666666
19330,data/raw/teacher/train/images_train/19330.jpg,60.0,80.0,0.75,1835,0.6883289813995361,0.35396066308021545,0.04478537291288376,0.5252083333333334
19365,data/raw/teacher/train/images_train/19365.jpg,60.0,80.0,0.75,16702,0.8264172077178955,0.2638898491859436,0.0227489210665226,0.6835416666666667
19407,data/raw/teacher/train/images_train/19407.jpg,60.0,80.0,0.75,15687,0.7655084729194641,0.2946109473705292,0.03625554218888283,0.529375
19439,data/raw/teacher/train/images_train/19439.jpg,60.0,80.0,0.75,20077,0.8802622556686401,0.2748416066169739,0.02402196079492569,0.8197916666666667
19522,data/raw/teacher/train/images_train/19522.jpg,60.0,80.0,0.75,2110,0.7102205753326416,0.34931105375289917,0.06344407051801682,0.5314583333333334
19547,data/raw/teacher/train/images_train/19547.jpg,60.0,80.0,0.75,1971,0.7435711026191711,0.28493860363960266,0.03730591759085655,0.515
19551,data/raw/teacher/train/images_train/19551.jpg,60.0,80.0,0.75,2100,0.7226688861846924,0.3144274652004242,0.035583674907684326,0.5166666666666667
19719,data/raw/teacher/train/images_train/19719.jpg,60.0,80.0,0.75,1359,0.805689811706543,0.2499159574508667,0.03749074041843414,0.5102083333333334
19723,data/raw/teacher/train/images_train/19723.jpg,60.0,80.0,0.75,1695,0.8581969141960144,0.22404754161834717,0.028636712580919266,0.5227083333333333
19732,data/raw/teacher/train/images_train/19732.jpg,60.0,80.0,0.75,22084,0.6842276453971863,0.388114333152771,0.03979495167732239,0.53875
19741,data/raw/teacher/train/images_train/19741.jpg,60.0,80.0,0.75,1177,0.6924934983253479,0.38231104612350464,0.025013478472828865,0.5964583333333333
19805,data/raw/teacher/train/images_train/19805.jpg,60.0,80.0,0.75,26971,0.7699593901634216,0.3025185465812683,0.03714556246995926,0.58
19832,data/raw/teacher/train/images_train/19832.jpg,60.0,80.0,0.75,1496,0.8322949409484863,0.23417451977729797,0.05466328561306,0.569375
19923,data/raw/teacher/train/images_train/19923.jpg,60.0,80.0,0.75,2128,0.8713878393173218,0.26455777883529663,0.030036577954888344,0.6695833333333333
19931,data/raw/teacher/train/images_train/19931.jpg,60.0,80.0,0.75,16918,0.8285223245620728,0.28034427762031555,0.04621734470129013,0.6291666666666667
20017,data/raw/teacher/train/images_train/20017.jpg,60.0,80.0,0.75,1742,0.7647513747215271,0.28139373660087585,0.059551745653152466,0.531875
20029,data/raw/teacher/train/images_train/20029.jpg,60.0,80.0,0.75,21488,0.8168728351593018,0.2596377432346344,0.034727051854133606,0.5316666666666666
20061,data/raw/teacher/train/images_train/20061.jpg,60.0,80.0,0.75,15662,0.7284531593322754,0.2689857482910156,0.02424490824341774,0.4847916666666667
20216,data/raw/teacher/train/images_train/20216.jpg,60.0,80.0,0.75,2058,0.7599877715110779,0.2893064618110657,0.03787466138601303,0.528125
20299,data/raw/teacher/train/images_train/20299.jpg,60.0,80.0,0.75,1866,0.7434684038162231,0.3198149800300598,0.040435947477817535,0.54625
20364,data/raw/teacher/train/images_train/20364.jpg,60.0,80.0,0.75,1919,0.8115125298500061,0.2548764944076538,0.04161505401134491,0.569375
20374,data/raw/teacher/train/images_train/20374.jpg,60.0,80.0,0.75,1967,0.7665446996688843,0.313757985830307,0.03977644816040993,0.5764583333333333
20393,data/raw/teacher/train/images_train/20393.jpg,60.0,80.0,0.75,16187,0.8070996999740601,0.3456436097621918,0.029146987944841385,0.7460416666666667
20478,data/raw/teacher/train/images_train/20478.jpg,60.0,80.0,0.75,18769,0.7997153997421265,0.3315260112285614,0.0160677433013916,0.7225
20511,data/raw/teacher/train/images_train/20511.jpg,60.0,80.0,0.75,14099,0.7525923848152161,0.3811664879322052,0.02946067601442337,0.6904166666666667
20578,data/raw/teacher/train/images_train/20578.jpg,60.0,80.0,0.75,22987,0.8410279750823975,0.29405197501182556,0.0171968936920166,0.7739583333333333
20625,data/raw/teacher/train/images_train/20625.jpg,60.0,80.0,0.75,19429,0.9549601078033447,0.07420480251312256,0.007636324502527714,0.7416666666666667
20730,data/raw/teacher/train/images_train/20730.jpg,60.0,80.0,0.75,25198,0.868583083152771,0.29521676898002625,0.02150220051407814,0.818125
20775,data/raw/teacher/train/images_train/20775.jpg,60.0,80.0,0.75,22099,0.9014219045639038,0.21967875957489014,0.04331780970096588,0.77875
20807,data/raw/teacher/train/images_train/20807.jpg,60.0,80.0,0.75,21184,0.8406691551208496,0.3008102476596832,0.02876455709338188,0.754375
20869,data/raw/teacher/train/images_train/20869.jpg,60.0,80.0,0.75,2685,0.8307628631591797,0.32166939973831177,0.030844680964946747,0.7666666666666667
20874,data/raw/teacher/train/images_train/20874.jpg,60.0,80.0,0.75,62709,0.8366102576255798,0.2847013771533966,0.03261938691139221,0.729375
20919,data/raw/teacher/train/images_train/20919.jpg,60.0,80.0,0.75,1794,0.9091890454292297,0.16870370507240295,0.02974608726799488,0.668125
20926,data/raw/teacher/train/images_train/20926.jpg,60.0,80.0,0.75,21941,0.8029910326004028,0.3528764545917511,0.03359859436750412,0.7464583333333333
21034,data/raw/teacher/train/images_train/21034.jpg,60.0,80.0,0.75,19340,0.9164237380027771,0.20023053884506226,0.016885114833712578,0.8329166666666666
21197,data/raw/teacher/train/images_train/21197.jpg,60.0,80.0,0.75,20946,0.7981881499290466,0.35358449816703796,0.0255956519395113,0.7427083333333333
21455,data/raw/teacher/train/images_train/21455.jpg,60.0,80.0,0.75,3880,0.8313482999801636,0.23387444019317627,0.038060106337070465,0.59
21527,data/raw/teacher/train/images_train/21527.jpg,60.0,80.0,0.75,20678,0.9220463037490845,0.13999158143997192,0.02126500755548477,0.7535416666666667
21672,data/raw/teacher/train/images_train/21672.jpg,60.0,80.0,0.75,28500,0.6505830883979797,0.36072197556495667,0.07382874190807343,0.47020833333333334
21688,data/raw/teacher/train/images_train/21688.jpg,60.0,80.0,0.75,1946,0.927117109298706,0.16354550421237946,0.03624865785241127,0.76875
21701,data/raw/teacher/train/images_train/21701.jpg,60.0,80.0,0.75,1665,0.8933191895484924,0.20384156703948975,0.04950025677680969,0.6658333333333334
21796,data/raw/teacher/train/images_train/21796.jpg,60.0,80.0,0.75,19365,0.9023810029029846,0.25572454929351807,0.025224648416042328,0.8579166666666667
21819,data/raw/teacher/train/images_train/21819.jpg,60.0,80.0,0.75,2028,0.7652148604393005,0.3721120357513428,0.017037536948919296,0.70375
21822,data/raw/teacher/train/images_train/21822.jpg,60.0,80.0,0.75,17269,0.8781571388244629,0.27781909704208374,0.010548772290349007,0.8316666666666667
21885,data/raw/teacher/train/images_train/21885.jpg,60.0,80.0,0.75,1504,0.8715833425521851,0.19247691333293915,0.03421793878078461,0.6272916666666667
21919,data/raw/teacher/train/images_train/21919.jpg,60.0,80.0,0.75,1564,0.8190068006515503,0.253775954246521,0.03821491450071335,0.614375
22072,data/raw/teacher/train/images_train/22072.jpg,60.0,80.0,0.75,2178,0.863798201084137,0.22029003500938416,0.04169771820306778,0.5875
22128,data/raw/teacher/train/images_train/22128.jpg,60.0,80.0,0.75,18837,0.850530207157135,0.30710145831108093,0.02049756795167923,0.7914583333333334
22175,data/raw/teacher/train/images_train/22175.jpg,60.0,80.0,0.75,15337,0.8814259767532349,0.25883564352989197,0.026202581822872162,0.8097916666666667
22202,data/raw/teacher/train/images_train/22202.jpg,60.0,80.0,0.75,2070,0.6723507642745972,0.3654780387878418,0.04330394044518471,0.5147916666666666
22217,data/raw/teacher/train/images_train/22217.jpg,60.0,80.0,0.75,2375,0.8161588311195374,0.25911745429039,0.04561362415552139,0.5683333333333334
22244,data/raw/teacher/train/images_train/22244.jpg,60.0,80.0,0.75,23690,0.8600354194641113,0.27558568120002747,0.0392012819647789,0.728125
22380,data/raw/teacher/train/images_train/22380.jpg,60.0,80.0,0.75,2172,0.8569620847702026,0.2518610656261444,0.03140391409397125,0.6372916666666667
22409,data/raw/teacher/train/images_train/22409.jpg,60.0,80.0,0.75,2449,0.7546215057373047,0.3377898931503296,0.045792825520038605,0.6054166666666667
22483,data/raw/teacher/train/images_train/22483.jpg,60.0,80.0,0.75,24460,0.9075740575790405,0.12987656891345978,0.026478931307792664,0.57625
22584,data/raw/teacher/train/images_train/22584.jpg,60.0,80.0,0.75,24319,0.796261727809906,0.25065377354621887,0.029616545885801315,0.5777083333333334
22587,data/raw/teacher/train/images_train/22587.jpg,60.0,80.0,0.75,3380,0.9076710939407349,0.19864140450954437,0.012992101721465588,0.8164583333333333
22619,data/raw/teacher/train/images_train/22619.jpg,60.0,80.0,0.75,18652,0.9816822409629822,0.028391003608703613,0.005023968406021595,0.9077083333333333
22723,data/raw/teacher/train/images_train/22723.jpg,60.0,80.0,0.75,21273,0.8441628813743591,0.27474334836006165,0.026041019707918167,0.7254166666666667
22753,data/raw/teacher/train/images_train/22753.jpg,60.0,80.0,0.75,1194,0.836138904094696,0.23991656303405762,0.03223011642694473,0.6254166666666666
22773,data/raw/teacher/train/images_train/22773.jpg,60.0,80.0,0.75,1262,0.876660943031311,0.19105160236358643,0.03412318602204323,0.5875
22798,data/raw/teacher/train/images_train/22798.jpg,60.0,80.0,0.75,2176,0.897686243057251,0.20034398138523102,0.02729429118335247,0.7447916666666666
22917,data/raw/teacher/train/images_train/22917.jpg,60.0,80.0,0.75,21076,0.9105035662651062,0.19185476005077362,0.01486198976635933,0.8135416666666667
22939,data/raw/teacher/train/images_train/22939.jpg,60.0,80.0,0.75,2460,0.8272519707679749,0.22377228736877441,0.055432192981243134,0.5314583333333334
23038,data/raw/teacher/train/images_train/23038.jpg,60.0,80.0,0.75,2138,0.9130033254623413,0.1452254354953766,0.02616441436111927,0.6233333333333333
23040,data/raw/teacher/train/images_train/23040.jpg,60.0,80.0,0.75,1664,0.7810337543487549,0.3099522888660431,0.037566907703876495,0.584375
23079,data/raw/teacher/train/images_train/23079.jpg,60.0,80.0,0.75,2070,0.7697345018386841,0.2826124131679535,0.0374089740216732,0.5366666666666666
23104,data/raw/teacher/train/images_train/23104.jpg,60.0,80.0,0.75,21849,0.65846186876297,0.4146527051925659,0.031138794496655464,0.5827083333333334
23145,data/raw/teacher/train/images_train/23145.jpg,60.0,80.0,0.75,1911,0.9038214087486267,0.17265628278255463,0.026787664741277695,0.59375
23149,data/raw/teacher/train/images_train/23149.jpg,60.0,80.0,0.75,2020,0.6816549897193909,0.3695007860660553,0.04128304496407509,0.5020833333333333
23164,data/raw/teacher/train/images_train/23164.jpg,60.0,80.0,0.75,2136,0.7474722266197205,0.32702434062957764,0.04660720378160477,0.5447916666666667
23238,data/raw/teacher/train/images_train/23238.jpg,60.0,80.0,0.75,2558,0.8398251533508301,0.24115222692489624,0.04828387498855591,0.6270833333333333
23264,data/raw/teacher/train/images_train/23264.jpg,60.0,80.0,0.75,17653,0.7556272149085999,0.33998772501945496,0.03890712559223175,0.5835416666666666
23267,data/raw/teacher/train/images_train/23267.jpg,60.0,80.0,0.75,1638,0.809749960899353,0.26006999611854553,0.05627777799963951,0.426875
23271,data/raw/teacher/train/images_train/23271.jpg,60.0,80.0,0.75,1961,0.7760816812515259,0.2774682939052582,0.06561824679374695,0.50875
23329,data/raw/teacher/train/images_train/23329.jpg,60.0,80.0,0.75,1784,0.8282407522201538,0.2507626712322235,0.025490183383226395,0.6635416666666667
23465,data/raw/teacher/train/images_train/23465.jpg,60.0,80.0,0.75,2719,0.8356841206550598,0.3045109808444977,0.0518190935254097,0.7425
23590,data/raw/teacher/train/images_train/23590.jpg,60.0,80.0,0.75,21523,0.9372320771217346,0.11656655371189117,0.014692245051264763,0.73875
23597,data/raw/teacher/train/images_train/23597.jpg,60.0,80.0,0.75,20932,0.8720125555992126,0.2862400412559509,0.024815527722239494,0.795625
23667,data/raw/teacher/train/images_train/23667.jpg,60.0,80.0,0.75,1591,0.7381836175918579,0.3211343586444855,0.04161004722118378,0.5435416666666667
23691,data/raw/teacher/train/images_train/23691.jpg,60.0,80.0,0.75,17823,0.8262012600898743,0.3308072090148926,0.015627367421984673,0.769375
23723,data/raw/teacher/train/images_train/23723.jpg,60.0,80.0,0.75,18583,0.9612452983856201,0.14503030478954315,0.013900727964937687,0.9204166666666667
23727,data/raw/teacher/train/images_train/23727.jpg,60.0,80.0,0.75,18993,0.9537194967269897,0.15587642788887024,0.016610611230134964,0.9083333333333333
23736,data/raw/teacher/train/images_train/23736.jpg,60.0,80.0,0.75,19492,0.9533300995826721,0.16510692238807678,0.017185313627123833,0.9139583333333333
23738,data/raw/teacher/train/images_train/23738.jpg,60.0,80.0,0.75,2587,0.9556813836097717,0.1472482830286026,0.016998333856463432,0.9035416666666667
23751,data/raw/teacher/train/images_train/23751.jpg,60.0,80.0,0.75,18542,0.9629886150360107,0.1245952770113945,0.01653222367167473,0.9016666666666666
23781,data/raw/teacher/train/images_train/23781.jpg,60.0,80.0,0.75,18364,0.9729046821594238,0.09888570010662079,0.007904039695858955,0.9185416666666667
23814,data/raw/teacher/train/images_train/23814.jpg,60.0,80.0,0.75,12896,0.8968799114227295,0.26181548833847046,0.021907392889261246,0.850625
23846,data/raw/teacher/train/images_train/23846.jpg,60.0,80.0,0.75,20397,0.9504207372665405,0.10858282446861267,0.01497630774974823,0.7660416666666666
23871,data/raw/teacher/train/images_train/23871.jpg,60.0,80.0,0.75,2931,0.8186416625976562,0.2465154528617859,0.04022529721260071,0.5429166666666667
23935,data/raw/teacher/train/images_train/23935.jpg,60.0,80.0,0.75,18682,0.9464027881622314,0.11396604031324387,0.012806098908185959,0.7835416666666667
23972,data/raw/teacher/train/images_train/23972.jpg,60.0,80.0,0.75,2048,0.8093834519386292,0.2350190281867981,0.035906411707401276,0.5485416666666667
24077,data/raw/teacher/train/images_train/24077.jpg,60.0,80.0,0.75,21400,0.8759836554527283,0.25568562746047974,0.022349826991558075,0.7964583333333334
24080,data/raw/teacher/train/images_train/24080.jpg,60.0,80.0,0.75,19420,0.9100547432899475,0.19998915493488312,0.017874067649245262,0.8116666666666666
24311,data/raw/teacher/train/images_train/24311.jpg,60.0,80.0,0.75,1975,0.8047108054161072,0.28616204857826233,0.035645581781864166,0.6220833333333333
24327,data/raw/teacher/train/images_train/24327.jpg,60.0,80.0,0.75,22742,0.7097761034965515,0.39198756217956543,0.029235534369945526,0.6304166666666666
24386,data/raw/teacher/train/images_train/24386.jpg,60.0,80.0,0.75,27824,0.8116416335105896,0.2767713963985443,0.04671352356672287,0.6158333333333333
24448,data/raw/teacher/train/images_train/24448.jpg,60.0,80.0,0.75,1865,0.9498230218887329,0.11408799141645432,0.0079969996586442,0.8316666666666667
24517,data/raw/teacher/train/images_train/24517.jpg,60.0,80.0,0.75,1375,0.7753779888153076,0.2951100170612335,0.041731394827365875,0.58875
24546,data/raw/teacher/train/images_train/24546.jpg,60.0,80.0,0.75,1270,0.8289997577667236,0.23593340814113617,0.037109535187482834,0.5714583333333333
24552,data/raw/teacher/train/images_train/24552.jpg,60.0,80.0,0.75,3444,0.9053387641906738,0.13579121232032776,0.01362551748752594,0.6647916666666667
24670,data/raw/teacher/train/images_train/24670.jpg,60.0,80.0,0.75,22140,0.9298837184906006,0.15991324186325073,0.021754328161478043,0.8047916666666667
24676,data/raw/teacher/train/images_train/24676.jpg,60.0,80.0,0.75,21772,0.7861350774765015,0.35589131712913513,0.02684432826936245,0.7216666666666667
24976,data/raw/teacher/train/images_train/24976.jpg,60.0,80.0,0.75,1908,0.8664261698722839,0.19975519180297852,0.02616332843899727,0.5760416666666667
24984,data/raw/teacher/train/images_train/24984.jpg,60.0,80.0,0.75,1570,0.7684493660926819,0.28733983635902405,0.04182411730289459,0.5377083333333333
25090,data/raw/teacher/train/images_train/25090.jpg,60.0,80.0,0.75,18730,0.7843090891838074,0.3493499457836151,0.01625354029238224,0.7154166666666667
25129,data/raw/teacher/train/images_train/25129.jpg,60.0,80.0,0.75,12056,0.9025130271911621,0.170973539352417,0.012188803404569626,0.7535416666666667
25164,data/raw/teacher/train/images_train/25164.jpg,60.0,80.0,0.75,24967,0.7075795531272888,0.38105329871177673,0.04535306990146637,0.6004166666666667
25168,data/raw/teacher/train/images_train/25168.jpg,60.0,80.0,0.75,16018,0.7200373411178589,0.3831394612789154,0.03998314589262009,0.6347916666666666
25178,data/raw/teacher/train/images_train/25178.jpg,60.0,80.0,0.75,22145,0.7782690525054932,0.33960196375846863,0.04106825590133667,0.6825
25284,data/raw/teacher/train/images_train/25284.jpg,60.0,80.0,0.75,22994,0.8557581305503845,0.2502880394458771,0.025970609858632088,0.738125
25628,data/raw/teacher/train/images_train/25628.jpg,60.0,80.0,0.75,15393,0.8410781621932983,0.31262221932411194,0.026807628571987152,0.7545833333333334
25765,data/raw/teacher/train/images_train/25765.jpg,60.0,80.0,0.75,23375,0.79070645570755,0.3012365996837616,0.0645352303981781,0.5735416666666666
25769,data/raw/teacher/train/images_train/25769.jpg,60.0,80.0,0.75,16740,0.7560286521911621,0.3467895984649658,0.06867937743663788,0.556875
25788,data/raw/teacher/train/images_train/25788.jpg,60.0,80.0,0.75,16530,0.83221834897995,0.26398998498916626,0.060500480234622955,0.6504166666666666
25831,data/raw/teacher/train/images_train/25831.jpg,60.0,80.0,0.75,30127,0.9059637188911438,0.16901230812072754,0.03352852165699005,0.6758333333333333
25841,data/raw/teacher/train/images_train/25841.jpg,60.0,80.0,0.75,24241,0.7742723822593689,0.3517843186855316,0.032216526567935944,0.6660416666666666
25842,data/raw/teacher/train/images_train/25842.jpg,60.0,80.0,0.75,35865,0.8071377873420715,0.2727592885494232,0.039711855351924896,0.6108333333333333
25860,data/raw/teacher/train/images_train/25860.jpg,60.0,80.0,0.75,1405,0.8196007013320923,0.24355627596378326,0.030143603682518005,0.6133333333333333
25861,data/raw/teacher/train/images_train/25861.jpg,60.0,80.0,0.75,15341,0.7061549425125122,0.39911597967147827,0.028842438012361526,0.6320833333333333
25876,data/raw/teacher/train/images_train/25876.jpg,60.0,80.0,0.75,22623,0.7448749542236328,0.35034558176994324,0.0389157310128212,0.6270833333333333
25897,data/raw/teacher/train/images_train/25897.jpg,60.0,80.0,0.75,2196,0.7719762921333313,0.35130223631858826,0.03314441069960594,0.6620833333333334
26042,data/raw/teacher/train/images_train/26042.jpg,60.0,80.0,0.75,3544,0.838246762752533,0.32049092650413513,0.02876187115907669,0.6933333333333334
26084,data/raw/teacher/train/images_train/26084.jpg,60.0,80.0,0.75,1571,0.8523216843605042,0.2397938072681427,0.027580302208662033,0.521875
26157,data/raw/teacher/train/images_train/26157.jpg,60.0,80.0,0.75,2221,0.7629247903823853,0.35144728422164917,0.03976106643676758,0.5975
26173,data/raw/teacher/train/images_train/26173.jpg,60.0,80.0,0.75,20272,0.8782938718795776,0.28392916917800903,0.026420027017593384,0.8277083333333334
26436,data/raw/teacher/train/images_train/26436.jpg,60.0,80.0,0.75,24513,0.8029866814613342,0.32753679156303406,0.0365724116563797,0.715
26454,data/raw/teacher/train/images_train/26454.jpg,60.0,80.0,0.75,20216,0.9472021460533142,0.10944655537605286,0.017310254275798798,0.7383333333333333
26485,data/raw/teacher/train/images_train/26485.jpg,60.0,80.0,0.75,3511,0.8817314505577087,0.21870096027851105,0.03709281235933304,0.5929166666666666
26508,data/raw/teacher/train/images_train/26508.jpg,60.0,80.0,0.75,2200,0.76735919713974,0.3454979658126831,0.0388607420027256,0.630625
26527,data/raw/teacher/train/images_train/26527.jpg,60.0,80.0,0.75,21870,0.8941811323165894,0.226043701171875,0.02022048644721508,0.7870833333333334
26534,data/raw/teacher/train/images_train/26534.jpg,60.0,80.0,0.75,22373,0.9066656231880188,0.2032879739999771,0.022528275847434998,0.781875
26558,data/raw/teacher/train/images_train/26558.jpg,60.0,80.0,0.75,20208,0.8158572912216187,0.3447391986846924,0.023730315268039703,0.761875
26638,data/raw/teacher/train/images_train/26638.jpg,60.0,80.0,0.75,17361,0.8733344674110413,0.24410703778266907,0.027702417224645615,0.768125
26675,data/raw/teacher/train/images_train/26675.jpg,60.0,80.0,0.75,21458,0.8991660475730896,0.24802981317043304,0.0210601594299078,0.841875
26843,data/raw/teacher/train/images_train/26843.jpg,60.0,80.0,0.75,2127,0.8936876654624939,0.1462032049894333,0.027171943336725235,0.5989583333333334
26863,data/raw/teacher/train/images_train/26863.jpg,60.0,80.0,0.75,1828,0.8618800640106201,0.24281321465969086,0.022534705698490143,0.683125
26873,data/raw/teacher/train/images_train/26873.jpg,60.0,80.0,0.75,2013,0.8494605422019958,0.25106334686279297,0.0378279834985733,0.58875
26922,data/raw/teacher/train/images_train/26922.jpg,60.0,80.0,0.75,2105,0.7697731256484985,0.3028579354286194,0.0367894284427166,0.5704166666666667
26930,data/raw/teacher/train/images_train/26930.jpg,60.0,80.0,0.75,1951,0.8097023367881775,0.24951457977294922,0.03198004141449928,0.5725
26960,data/raw/teacher/train/images_train/26960.jpg,60.0,80.0,0.75,23896,0.7658346891403198,0.28829917311668396,0.027729198336601257,0.5679166666666666
27036,data/raw/teacher/train/images_train/27036.jpg,60.0,80.0,0.75,21929,0.8893085718154907,0.11879982054233551,0.020647380501031876,0.32625
27046,data/raw/teacher/train/images_train/27046.jpg,60.0,80.0,0.75,17657,0.8194373846054077,0.3218229413032532,0.03572141379117966,0.7408333333333333
27090,data/raw/teacher/train/images_train/27090.jpg,60.0,80.0,0.75,1572,0.8348227143287659,0.2505252957344055,0.04236605390906334,0.6208333333333333
27169,data/raw/teacher/train/images_train/27169.jpg,60.0,80.0,0.75,3138,0.8355879783630371,0.31858375668525696,0.02904665283858776,0.66125
27183,data/raw/teacher/train/images_train/27183.jpg,60.0,80.0,0.75,2016,0.7930136322975159,0.3192826807498932,0.03742492198944092,0.6402083333333334
27198,data/raw/teacher/train/images_train/27198.jpg,60.0,80.0,0.75,1244,0.8977417945861816,0.21044570207595825,0.03675991669297218,0.783125
27217,data/raw/teacher/train/images_train/27217.jpg,60.0,80.0,0.75,1617,0.9358477592468262,0.1310916692018509,0.014536682516336441,0.7933333333333333
27272,data/raw/teacher/train/images_train/27272.jpg,60.0,80.0,0.75,1376,0.7636702656745911,0.293989896774292,0.05194340646266937,0.546875
27282,data/raw/teacher/train/images_train/27282.jpg,60.0,80.0,0.75,1347,0.803902268409729,0.26467472314834595,0.03199527785181999,0.6052083333333333
27321,data/raw/teacher/train/images_train/27321.jpg,60.0,80.0,0.75,18730,0.9595125317573547,0.10877352207899094,0.00894438847899437,0.8102083333333333
27417,data/raw/teacher/train/images_train/27417.jpg,60.0,80.0,0.75,16458,0.7550342679023743,0.34639525413513184,0.031649425625801086,0.6327083333333333
27475,data/raw/teacher/train/images_train/27475.jpg,60.0,80.0,0.75,11031,0.959040105342865,0.06658907234668732,0.008735038340091705,0.705
27492,data/raw/teacher/train/images_train/27492.jpg,60.0,80.0,0.75,18805,0.704494833946228,0.39571452140808105,0.020241282880306244,0.6260416666666667
27496,data/raw/teacher/train/images_train/27496.jpg,60.0,80.0,0.75,17835,0.971388578414917,0.06734277307987213,0.008440915495157242,0.8125
27561,data/raw/teacher/train/images_train/27561.jpg,60.0,80.0,0.75,2506,0.8482508063316345,0.2521105706691742,0.036321382969617844,0.575
27567,data/raw/teacher/train/images_train/27567.jpg,60.0,80.0,0.75,1595,0.7018048167228699,0.33779001235961914,0.04432494193315506,0.5185416666666667
27598,data/raw/teacher/train/images_train/27598.jpg,60.0,80.0,0.75,2030,0.8032534718513489,0.2807118594646454,0.03673957660794258,0.6102083333333334
27607,data/raw/teacher/train/images_train/27607.jpg,60.0,80.0,0.75,2072,0.8930485248565674,0.18980881571769714,0.025730136781930923,0.6022916666666667
27766,data/raw/teacher/train/images_train/27766.jpg,60.0,80.0,0.75,18816,0.720836877822876,0.3665359616279602,0.017714712768793106,0.623125
27813,data/raw/teacher/train/images_train/27813.jpg,60.0,80.0,0.75,31810,0.8978837132453918,0.25319764018058777,0.019656799733638763,0.843125
27868,data/raw/teacher/train/images_train/27868.jpg,60.0,80.0,0.75,14805,0.8243913650512695,0.2777121365070343,0.029031964018940926,0.5947916666666667
27941,data/raw/teacher/train/images_train/27941.jpg,60.0,80.0,0.75,20275,0.8018254637718201,0.3722071647644043,0.02113800123333931,0.770625
28022,data/raw/teacher/train/images_train/28022.jpg,60.0,80.0,0.75,20018,0.8930975198745728,0.19777745008468628,0.013974253088235855,0.7641666666666667
28068,data/raw/teacher/train/images_train/28068.jpg,60.0,80.0,0.75,32928,0.5081105828285217,0.2598687410354614,0.04543318226933479,0.08458333333333333
28075,data/raw/teacher/train/images_train/28075.jpg,60.0,80.0,0.75,19164,0.7072159051895142,0.3811677098274231,0.0274487417191267,0.60375
28078,data/raw/teacher/train/images_train/28078.jpg,60.0,80.0,0.75,11664,0.9538024663925171,0.08191126585006714,0.012071243487298489,0.6704166666666667
28081,data/raw/teacher/train/images_train/28081.jpg,60.0,80.0,0.75,13572,0.8737668991088867,0.22142921388149261,0.018796289339661598,0.7235416666666666
28140,data/raw/teacher/train/images_train/28140.jpg,60.0,80.0,0.75,20077,0.7834596633911133,0.3493630290031433,0.027502678334712982,0.6866666666666666
28150,data/raw/teacher/train/images_train/28150.jpg,60.0,80.0,0.75,10019,0.981570839881897,0.03115372359752655,0.0032674341928213835,0.7870833333333334
28174,data/raw/teacher/train/images_train/28174.jpg,60.0,80.0,0.75,18304,0.970663845539093,0.10256896167993546,0.010781221091747284,0.929375
28222,data/raw/teacher/train/images_train/28222.jpg,60.0,80.0,0.75,19813,0.9049338698387146,0.19284971058368683,0.015728674829006195,0.7779166666666667
28301,data/raw/teacher/train/images_train/28301.jpg,60.0,80.0,0.75,18439,0.9498785138130188,0.17985697090625763,0.01598966307938099,0.9170833333333334
28427,data/raw/teacher/train/images_train/28427.jpg,60.0,80.0,0.75,28850,0.8302347660064697,0.2052443027496338,0.04696306958794594,0.53125
28440,data/raw/teacher/train/images_train/28440.jpg,60.0,80.0,0.75,1725,0.9494692087173462,0.09717558324337006,0.02081500180065632,0.745
28513,data/raw/teacher/train/images_train/28513.jpg,60.0,80.0,0.75,1568,0.7964422702789307,0.3124277591705322,0.021944602951407433,0.6875
28535,data/raw/teacher/train/images_train/28535.jpg,60.0,80.0,0.75,2271,0.8238820433616638,0.2660084068775177,0.039777688682079315,0.62625
28566,data/raw/teacher/train/images_train/28566.jpg,60.0,80.0,0.75,2147,0.7258750200271606,0.381631076335907,0.04186534881591797,0.630625
