run_id,candidate_id,fold,epoch,train_loss,macro_f1,weighted_f1,top1_accuracy,top5_accuracy,validation_loss
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,6,2.4463227975659256,0.2471946568767228,0.3985903747569008,0.3738175160207507,0.8275862068965517,1.9954521014140203
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,7,2.1103271522173066,0.2731858555896206,0.4895363913082585,0.4636862984436985,0.8873970094598719,1.90068823328385
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,8,1.878233491502157,0.3031048565495197,0.5532935981744,0.5137320720170888,0.8909063167531278,1.64170076411504
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,9,1.6857762252412192,0.321339185853986,0.5361732982791714,0.492523649679585,0.8625267012511444,1.6641097550208752
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,10,1.4563751860362728,0.3411618830080095,0.5780764312506389,0.5462313091241989,0.9206591394568202,1.4478326313770735
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,11,1.3069312713495116,0.3782442011338376,0.6698977157042755,0.6394568202624351,0.9272200183094294,1.2488258400788674
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,12,1.12940322204334,0.3847651915128909,0.6495773464162725,0.6267927982911199,0.933933475740006,1.2942896141455724
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,13,0.967870811572889,0.4039717020564641,0.6615398253044501,0.629844369850473,0.942325297528227,1.19247011668407
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,14,0.8578849178988759,0.4327521977668496,0.6771541029515173,0.6484589563625267,0.9420201403722918,1.225037844135211
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,15,0.7581666071967381,0.4458716116404942,0.6882135657002253,0.6591394568202624,0.9447665547757096,1.175593876494811
