label,count,share,is_blank,column
10496,1,2.589868434683518e-05,False,id
10497,1,2.589868434683518e-05,False,id
10498,1,2.589868434683518e-05,False,id
10499,1,2.589868434683518e-05,False,id
10500,1,2.589868434683518e-05,False,id
10501,1,2.589868434683518e-05,False,id
10502,1,2.589868434683518e-05,False,id
10503,1,2.589868434683518e-05,False,id
10504,1,2.589868434683518e-05,False,id
10505,1,2.589868434683518e-05,False,id
10506,1,2.589868434683518e-05,False,id
10507,1,2.589868434683518e-05,False,id
10508,1,2.589868434683518e-05,False,id
10509,1,2.589868434683518e-05,False,id
10510,1,2.589868434683518e-05,False,id
10511,1,2.589868434683518e-05,False,id
10512,1,2.589868434683518e-05,False,id
10513,1,2.589868434683518e-05,False,id
10514,1,2.589868434683518e-05,False,id
10517,1,2.589868434683518e-05,False,id
10533,1,2.589868434683518e-05,False,id
10563,1,2.589868434683518e-05,False,id
10564,1,2.589868434683518e-05,False,id
10565,1,2.589868434683518e-05,False,id
10566,1,2.589868434683518e-05,False,id
10567,1,2.589868434683518e-05,False,id
10568,1,2.589868434683518e-05,False,id
10569,1,2.589868434683518e-05,False,id
10570,1,2.589868434683518e-05,False,id
10571,1,2.589868434683518e-05,False,id
10572,1,2.589868434683518e-05,False,id
10573,1,2.589868434683518e-05,False,id
10574,1,2.589868434683518e-05,False,id
10575,1,2.589868434683518e-05,False,id
10576,1,2.589868434683518e-05,False,id
10577,1,2.589868434683518e-05,False,id
10578,1,2.589868434683518e-05,False,id
10579,1,2.589868434683518e-05,False,id
10580,1,2.589868434683518e-05,False,id
10581,1,2.589868434683518e-05,False,id
10582,1,2.589868434683518e-05,False,id
10583,1,2.589868434683518e-05,False,id
10584,1,2.589868434683518e-05,False,id
10585,1,2.589868434683518e-05,False,id
10587,1,2.589868434683518e-05,False,id
10588,1,2.589868434683518e-05,False,id
10593,1,2.589868434683518e-05,False,id
10594,1,2.589868434683518e-05,False,id
10595,1,2.589868434683518e-05,False,id
10596,1,2.589868434683518e-05,False,id
10597,1,2.589868434683518e-05,False,id
10598,1,2.589868434683518e-05,False,id
10599,1,2.589868434683518e-05,False,id
10601,1,2.589868434683518e-05,False,id
10602,1,2.589868434683518e-05,False,id
10603,1,2.589868434683518e-05,False,id
10604,1,2.589868434683518e-05,False,id
10605,1,2.589868434683518e-05,False,id
10606,1,2.589868434683518e-05,False,id
10607,1,2.589868434683518e-05,False,id
10608,1,2.589868434683518e-05,False,id
10609,1,2.589868434683518e-05,False,id
10610,1,2.589868434683518e-05,False,id
10611,1,2.589868434683518e-05,False,id
10612,1,2.589868434683518e-05,False,id
10613,1,2.589868434683518e-05,False,id
10615,1,2.589868434683518e-05,False,id
10616,1,2.589868434683518e-05,False,id
10618,1,2.589868434683518e-05,False,id
10619,1,2.589868434683518e-05,False,id
10620,1,2.589868434683518e-05,False,id
10621,1,2.589868434683518e-05,False,id
10622,1,2.589868434683518e-05,False,id
10623,1,2.589868434683518e-05,False,id
10624,1,2.589868434683518e-05,False,id
10626,1,2.589868434683518e-05,False,id
10627,1,2.589868434683518e-05,False,id
10628,1,2.589868434683518e-05,False,id
10629,1,2.589868434683518e-05,False,id
10630,1,2.589868434683518e-05,False,id
10631,1,2.589868434683518e-05,False,id
10632,1,2.589868434683518e-05,False,id
10633,1,2.589868434683518e-05,False,id
10634,1,2.589868434683518e-05,False,id
10635,1,2.589868434683518e-05,False,id
10636,1,2.589868434683518e-05,False,id
10637,1,2.589868434683518e-05,False,id
10638,1,2.589868434683518e-05,False,id
10639,1,2.589868434683518e-05,False,id
10640,1,2.589868434683518e-05,False,id
10641,1,2.589868434683518e-05,False,id
10642,1,2.589868434683518e-05,False,id
10643,1,2.589868434683518e-05,False,id
10644,1,2.589868434683518e-05,False,id
10645,1,2.589868434683518e-05,False,id
10646,1,2.589868434683518e-05,False,id
10647,1,2.589868434683518e-05,False,id
10649,1,2.589868434683518e-05,False,id
