model_id,target,code,name,epoch,folds,train_macro_f1,validation_macro_f1,train_loss,validation_loss
u-e9,usage,E9,Exception balance,1,5,0.14030109,0.14901143,1.95202134,1.42508737
u-e9,usage,E9,Exception balance,2,5,0.17741061,0.15101737,1.66713813,1.5247843
u-e9,usage,E9,Exception balance,3,5,0.22673531,0.20082321,1.49483784,1.39983907
u-e9,usage,E9,Exception balance,4,5,0.24513657,0.19945896,1.35638899,1.35008141
u-e9,usage,E9,Exception balance,5,5,0.26026116,0.22699832,1.24257657,1.22913197
u-e9,usage,E9,Exception balance,6,5,0.27234837,0.22422792,1.12825705,1.58882463
u-e9,usage,E9,Exception balance,7,5,0.28261452,0.21665007,1.00812775,1.45943401
u-e9,usage,E9,Exception balance,8,5,0.2952407,0.19832378,0.90826566,1.58442283
u-e9,usage,E9,Exception balance,9,5,0.30242878,0.26317575,0.83843764,1.06457606
u-e9,usage,E9,Exception balance,10,5,0.31661866,0.24563113,0.71084425,1.37673837
u-e9,usage,E9,Exception balance,11,5,0.36510138,0.25828788,0.65405303,1.20030784
u-e9,usage,E9,Exception balance,12,5,0.38789032,0.29041159,0.57516105,1.08764563
u-e9,usage,E9,Exception balance,13,5,0.44310853,0.28700442,0.5220705,1.08801675
u-e9,usage,E9,Exception balance,14,5,0.475214,0.28389159,0.44900437,1.13453122
u-e9,usage,E9,Exception balance,15,5,0.4901496,0.28241343,0.41254531,1.14067142
u-e9,usage,E9,Exception balance,16,5,0.5295599,0.27800709,0.36501108,1.20486325
u-e9,usage,E9,Exception balance,17,5,0.56016533,0.3172261,0.33188909,1.07837355
u-e9,usage,E9,Exception balance,18,5,0.57335261,0.32265277,0.30316024,1.14231539
u-e9,usage,E9,Exception balance,19,5,0.59816938,0.33088578,0.28293911,1.0608333
u-e9,usage,E9,Exception balance,20,5,0.62959367,0.31544465,0.26143035,1.15527739
u-e9,usage,E9,Exception balance,21,5,0.6690673,0.35328963,0.24351918,1.03381105
u-e9,usage,E9,Exception balance,22,5,0.68341284,0.33211578,0.22611945,1.15003692
u-e9,usage,E9,Exception balance,23,5,0.70698909,0.34652066,0.21361586,1.11792778
u-e9,usage,E9,Exception balance,24,5,0.71969775,0.36027315,0.2006047,1.01039742
u-e9,usage,E9,Exception balance,25,5,0.73684668,0.38488409,0.19024791,1.0098992
u-e9,usage,E9,Exception balance,26,5,0.76062956,0.38714294,0.18306163,0.98519131
u-e9,usage,E9,Exception balance,27,5,0.76133138,0.38849004,0.17666446,1.0222943
u-e9,usage,E9,Exception balance,28,5,0.77028177,0.38738024,0.1724932,1.00511744
u-e9,usage,E9,Exception balance,29,5,0.76743558,0.39257226,0.16915809,1.00574395
u-e9,usage,E9,Exception balance,30,5,0.77024677,0.3946573,0.16759046,1.00076124
u-swin,usage,S2,Micro-Swin,1,2,0.10956319,0.13739129,1.34041869,1.24085859
u-swin,usage,S2,Micro-Swin,2,2,0.18769023,0.24311096,1.23965382,1.08529534
u-swin,usage,S2,Micro-Swin,3,2,0.27918109,0.2745549,1.10228138,1.01397903
u-swin,usage,S2,Micro-Swin,4,2,0.3049204,0.29680837,1.02711097,0.98284393
u-swin,usage,S2,Micro-Swin,5,2,0.32357685,0.32299661,0.98726915,0.95160532
u-swin,usage,S2,Micro-Swin,6,2,0.33226837,0.30994756,0.95688077,0.96607469
u-swin,usage,S2,Micro-Swin,7,2,0.34415748,0.31610311,0.88572253,0.93611915
u-swin,usage,S2,Micro-Swin,8,2,0.35615993,0.3347787,0.86636211,0.85198291
u-swin,usage,S2,Micro-Swin,9,2,0.36868595,0.3393701,0.81889262,0.92301441
u-swin,usage,S2,Micro-Swin,10,2,0.39975487,0.33670666,0.74330763,0.98394312
u-swin,usage,S2,Micro-Swin,11,2,0.41051668,0.33836633,0.72989484,0.990727
u-swin,usage,S2,Micro-Swin,12,2,0.43400979,0.35251474,0.66586323,0.9552326
u-swin,usage,S2,Micro-Swin,13,2,0.46915074,0.35958878,0.61403767,0.99423728
u-swin,usage,S2,Micro-Swin,14,2,0.48556608,0.35717406,0.60499582,0.98594983
u-swin,usage,S2,Micro-Swin,15,2,0.51852605,0.37403094,0.51794689,1.0102377
u-swin,usage,S2,Micro-Swin,16,2,0.53364206,0.37664985,0.48824591,0.9644316
u-swin,usage,S2,Micro-Swin,17,2,0.63553362,0.37708471,0.42260605,1.1310565
u-swin,usage,S2,Micro-Swin,18,2,0.66724276,0.37344621,0.3919989,1.1191136
u-swin,usage,S2,Micro-Swin,19,2,0.68408934,0.37893901,0.37269307,1.12886767
u-swin,usage,S2,Micro-Swin,20,2,0.69307087,0.37603755,0.34724742,1.25708768
u-swin,usage,S2,Micro-Swin,21,2,0.72289815,0.39799912,0.32065821,1.2064367
u-swin,usage,S2,Micro-Swin,22,2,0.73385512,0.38258672,0.3105855,1.19849935
u-swin,usage,S2,Micro-Swin,23,2,0.74097163,0.36933709,0.30012811,1.27856117
u-swin,usage,S2,Micro-Swin,24,2,0.72758401,0.40715451,0.27370086,1.31949108
u-swin,usage,S2,Micro-Swin,25,2,0.77952947,0.39816658,0.25245329,1.31119422
u-swin,usage,S2,Micro-Swin,26,2,0.77449473,0.39669893,0.25235467,1.28492256
u-swin,usage,S2,Micro-Swin,27,2,0.77222401,0.38272266,0.22980669,1.39090502
u-swin,usage,S2,Micro-Swin,28,2,0.79895506,0.3932988,0.21169298,1.39024603
u-swin,usage,S2,Micro-Swin,29,2,0.81778652,0.40935568,0.19804542,1.39101168
u-swin,usage,S2,Micro-Swin,30,2,0.79967681,0.38985471,0.1826019,1.47824932
u-swin,usage,S2,Micro-Swin,31,2,0.83671637,0.39784833,0.16988922,1.46192379
u-swin,usage,S2,Micro-Swin,32,2,0.84601661,0.37790726,0.16773524,1.46421155
u-swin,usage,S2,Micro-Swin,33,2,0.83810796,0.38901226,0.15200941,1.56494857
u-swin,usage,S2,Micro-Swin,34,2,0.8609522,0.39909295,0.14114941,1.53620251
u-swin,usage,S2,Micro-Swin,35,2,0.8684684,0.40209363,0.12106273,1.613089
u-swin,usage,S2,Micro-Swin,36,2,0.8756743,0.38631169,0.11836683,1.6287848
u-swin,usage,S2,Micro-Swin,37,2,0.87554904,0.38337935,0.10971177,1.5969333
u-swin,usage,S2,Micro-Swin,38,2,0.87539746,0.4005299,0.11247423,1.65777625
u-swin,usage,S2,Micro-Swin,39,2,0.87963613,0.38187732,0.10593444,1.72856059
u-swin,usage,S2,Micro-Swin,40,2,0.88600156,0.39993134,0.09248825,1.73953365
u-swin,usage,S2,Micro-Swin,41,2,0.89137316,0.39693857,0.09786187,1.71004461
u-swin,usage,S2,Micro-Swin,42,2,0.88982663,0.39724474,0.08110311,1.77550882
u-swin,usage,S2,Micro-Swin,43,2,0.89975601,0.38292199,0.08534038,1.73616575
u-swin,usage,S2,Micro-Swin,44,2,0.90085744,0.39562758,0.08717344,1.76725747
u-swin,usage,S2,Micro-Swin,45,2,0.89218465,0.39000872,0.08922195,1.82803489
u-swin,usage,S2,Micro-Swin,46,2,0.90591727,0.40271965,0.07040464,1.82762091
u-swin,usage,S2,Micro-Swin,47,2,0.90877722,0.41248753,0.07628633,1.87187515
u-swin,usage,S2,Micro-Swin,48,2,0.9079166,0.39257802,0.06259415,1.86316549
u-swin,usage,S2,Micro-Swin,49,2,0.91247891,0.3993854,0.05534313,1.86185681
u-swin,usage,S2,Micro-Swin,50,2,0.91313504,0.39493925,0.05859373,1.87938301
u-swin,usage,S2,Micro-Swin,51,2,0.91123485,0.39025013,0.06336918,1.90763823
u-swin,usage,S2,Micro-Swin,52,2,0.91138753,0.39505711,0.05942971,1.9000208
u-swin,usage,S2,Micro-Swin,53,2,0.90985616,0.39058687,0.05604721,1.93868148
u-swin,usage,S2,Micro-Swin,54,2,0.91918261,0.39433832,0.05251124,1.95698303
u-swin,usage,S2,Micro-Swin,55,2,0.9226647,0.39468575,0.0450549,1.96311457
u-swin,usage,S2,Micro-Swin,56,2,0.92169518,0.3889976,0.0425178,1.97507335
u-swin,usage,S2,Micro-Swin,57,2,0.91612104,0.3889208,0.04691739,1.96742597
u-swin,usage,S2,Micro-Swin,58,2,0.91886687,0.38731857,0.04337823,1.97301639
u-swin,usage,S2,Micro-Swin,59,2,0.92421415,0.39318607,0.05433211,1.98154592
u-swin,usage,S2,Micro-Swin,60,2,0.92174309,0.39616705,0.04038588,1.99058339
