family,tuning_id,experiment_id,run_id,fold,history_sha256,epoch,learning_rate,train_loss,validation_loss,validation_accuracy,validation_macro_f1,common_horizon,used_in_five_fold_summary
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,9,0.0008238944767241306,0.7470208332155814,0.7890370357855586,0.6764885496183206,0.6177286972268325,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,10,0.0007808121866531934,0.7296883691423145,0.8350577549897987,0.6349618320610687,0.6478141952305222,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,11,0.0007344376304427783,0.716679427008026,0.7788578631131704,0.7068702290076336,0.6946707666641168,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,12,0.0006853145073637911,0.7002882467903345,0.800229774431418,0.6925190839694656,0.7048461547638676,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,13,0.0006340187411206335,0.6868631594946187,0.7293659784047658,0.711145038167939,0.6903063610755331,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,14,0.0005811517276723399,0.6782822979113912,0.7180342708471167,0.7065648854961832,0.6674993165272212,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,15,0.0005273332844148203,0.6601777395626399,0.7120264661767101,0.7079389312977099,0.6698476060972989,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,16,0.00047319438338859726,0.6408298374500747,0.7062265878415289,0.7345038167938931,0.7129459457482351,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,17,0.00041936975370853396,0.6278458385118495,0.7147798858526099,0.709618320610687,0.6590947449413902,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,18,0.00036649043994530075,0.6139840000718394,0.7233515841906307,0.7177099236641221,0.7043683738086953,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,19,0.0003151764037047542,0.6013685418033775,0.68253554890174,0.7332824427480916,0.695921750988262,11,False
